UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
25142180,"MacMillan GJ, Schumacher J",2015,Jul-Aug,Correction of Discretization Errors Simulated at Supply Wells.,"MacMillan GJ, Schumacher J.Correction of Discretization Errors Simulated at Supply Wells. Ground Water. 2015 Jul-Aug; 53(4):651-7. "
25165005,"Amalfitano S, Del Bon A, Zoppini A, Ghergo S, Fazi S, Parrone D, Casella P, Stano F, Preziosi E",2014,Nov,Groundwater geochemistry and microbial community structure in the aquifer transition from volcanic to alluvial areas.,"Amalfitano S, Del Bon A, Zoppini A, Ghergo S, Fazi S, Parrone D, Casella P, Stano F, Preziosi E.Groundwater geochemistry and microbial community structure in the aquifer transition from volcanic to alluvial areas. Water Res. 2014 Nov 15; 65:384-94. "
25166514,"Qi P, Pichler T",2014,Sep,Closer look at As(III) and As(V) adsorption onto ferrihydrite under competitive conditions.,"Qi P, Pichler T.Closer look at As(III) and As(V) adsorption onto ferrihydrite under competitive conditions. Langmuir. 2014 Sep 23; 30(37):11110-6. "
25168463,"Åkesson M, Sparrenbom CJ, Dahlqvist P, Fraser SJ",2015,Apr,On the scope and management of pesticide pollution of Swedish groundwater resources: The Scanian example.,"Åkesson M, Sparrenbom CJ, Dahlqvist P, Fraser SJ.On the scope and management of pesticide pollution of Swedish groundwater resources: The Scanian example. Ambio. 2015 Apr; 44(3):226-38. "
25169874,"Gómez-Alday JJ, Carrey R, Valiente N, Otero N, Soler A, Ayora C, Sanz D, Muñoz-Martín A, Castaño S, Recio C, Carnicero A, Cortijo A",2014,Nov,"Denitrification in a hypersaline lake-aquifer system (Pétrola Basin, Central Spain): the role of recent organic matter and Cretaceous organic rich sediments.","Gómez-Alday JJ, Carrey R, Valiente N, Otero N, Soler A, Ayora C, Sanz D, Muñoz-Martín A, Castaño S, Recio C, Carnicero A, Cortijo A.Denitrification in a hypersaline lake-aquifer system (Pétrola Basin, Central Spain): the role of recent organic matter and Cretaceous organic rich sediments. Sci Total Environ. 2014 Nov 1; 497-498:594-606. "
25182013,"Galassi DM, Lombardo P, Fiasca B, Di Cioccio A, Di Lorenzo T, Petitta M, Di Carlo P",2014,Sep,Earthquakes trigger the loss of groundwater biodiversity.,"Galassi DM, Lombardo P, Fiasca B, Di Cioccio A, Di Lorenzo T, Petitta M, Di Carlo P.Earthquakes trigger the loss of groundwater biodiversity. Sci Rep. 2014 Sep 3; 4:6273. "
25201639,"Wildemeersch S, Jamin P, Orban P, Hermans T, Klepikova M, Nguyen F, Brouyère S, Dassargues A",2014,Nov,Coupling heat and chemical tracer experiments for estimating heat transfer parameters in shallow alluvial aquifers.,"Wildemeersch S, Jamin P, Orban P, Hermans T, Klepikova M, Nguyen F, Brouyère S, Dassargues A.Coupling heat and chemical tracer experiments for estimating heat transfer parameters in shallow alluvial aquifers. J Contam Hydrol. 2014 Nov 15; 169:90-9. "
25243476,"Aisopou A, Binning PJ, Albrechtsen HJ, Bjerg PL",2015,Sep-Oct,Modeling the Factors Impacting Pesticide Concentrations in Groundwater Wells.,"Aisopou A, Binning PJ, Albrechtsen HJ, Bjerg PL.Modeling the Factors Impacting Pesticide Concentrations in Groundwater Wells. Ground Water. 2015 Sep-Oct; 53(5):722-36. "
25249478,"Baillieux A, Campisi D, Jammet N, Bucher S, Hunkeler D",2014,Nov,Regional water quality patterns in an alluvial aquifer: direct and indirect influences of rivers.,"Baillieux A, Campisi D, Jammet N, Bucher S, Hunkeler D.Regional water quality patterns in an alluvial aquifer: direct and indirect influences of rivers. J Contam Hydrol. 2014 Nov 15; 169:123-31. "
25273606,Lin YF,2014,Oct,"Hydrogeology: Objectives, Methods, Applications.","Lin YF.Hydrogeology: Objectives, Methods, Applications. Ground Water. 2014 Oct 1;  "
25281108,"Pindado Jiménez O, Pérez Pastor RM, Escolano Segovia O, del Reino Querencia S",2015,Jan,Exploring petroleum hydrocarbons in groundwater by double solid phase extraction coupled to gas chromatography-flame ionization detector.,"Pindado Jiménez O, Pérez Pastor RM, Escolano Segovia O, del Reino Querencia S.Exploring petroleum hydrocarbons in groundwater by double solid phase extraction coupled to gas chromatography-flame ionization detector. Talanta. 2015 Jan; 131:315-24. "
25337455,"López Corona O, Padilla P, Escolero O, González T, Morales-Casique E, Osorio-Olvera L",2014,Oct,Complex groundwater flow systems as traveling agent models.,"López Corona O, Padilla P, Escolero O, González T, Morales-Casique E, Osorio-Olvera L.Complex groundwater flow systems as traveling agent models. PeerJ. 2014 Oct 16; 2:e557. "
25379605,"Palau J, Shouakar-Stash O, Hunkeler D",2014,Dec,"Carbon and chlorine isotope analysis to identify abiotic degradation pathways of 1,1,1-trichloroethane.","Palau J, Shouakar-Stash O, Hunkeler D.Carbon and chlorine isotope analysis to identify abiotic degradation pathways of 1,1,1-trichloroethane. Environ Sci Technol. 2014 Dec 16; 48(24):14400-8. "
25382501,"Martínez Bueno MJ, Herrera S, Munaron D, Boillot C, Fenet H, Chiron S, Gómez E",2016,Mar,POCIS passive samplers as a monitoring tool for pharmaceutical residues and their transformation products in marine environment.,"Martínez Bueno MJ, Herrera S, Munaron D, Boillot C, Fenet H, Chiron S, Gómez E.POCIS passive samplers as a monitoring tool for pharmaceutical residues and their transformation products in marine environment. Environ Sci Pollut Res Int. 2016 Mar; 23(6):5019-29. "
25393965,"Xie Y, Graf T, Simmons CT, Diersch HJ",2015,Sep-Oct,The Effect of Porous Medium Storage on Unstable Density-Driven Solute Transport.,"Xie Y, Graf T, Simmons CT, Diersch HJ.The Effect of Porous Medium Storage on Unstable Density-Driven Solute Transport. Ground Water. 2015 Sep-Oct; 53(5):806-9. "
25401319,"Li S, Huang G, Kong X, Yang Y, Liu F, Hou G, Chen H",2014,,Ammonium removal from groundwater using a zeolite permeable reactive barrier: a pilot-scale demonstration.,"Li S, Huang G, Kong X, Yang Y, Liu F, Hou G, Chen H.Ammonium removal from groundwater using a zeolite permeable reactive barrier: a pilot-scale demonstration. Water Sci Technol. 2014; 70(9):1540-7. "
25414032,"Schütze E, Ahmed E, Voit A, Klose M, Greyer M, Svatoš A, Merten D, Roth M, Holmström SJ, Kothe E",2015,Dec,Siderophore production by streptomycetes-stability and alteration of ferrihydroxamates in heavy metal-contaminated soil.,"Schütze E, Ahmed E, Voit A, Klose M, Greyer M, Svatoš A, Merten D, Roth M, Holmström SJ, Kothe E.Siderophore production by streptomycetes-stability and alteration of ferrihydroxamates in heavy metal-contaminated soil. Environ Sci Pollut Res Int. 2015 Dec; 22(24):19376-83. "
25428576,"Kong X, Bi E, Liu F, Huang G, Ma J",2015,May-Jun,Laboratory column study for evaluating a multimedia permeable reactive barrier for the remediation of ammonium contaminated groundwater.,"Kong X, Bi E, Liu F, Huang G, Ma J.Laboratory column study for evaluating a multimedia permeable reactive barrier for the remediation of ammonium contaminated groundwater. Environ Technol. 2015 May-Jun; 36(9-12):1433-40. "
25433377,"Yan Y, Sun YB, Weiss D, Liang LJ, Chen HY",2015,Feb,Polluted dust derived from long-range transport as a major end member of urban aerosols and its implication of non-point pollution in northern China.,"Yan Y, Sun YB, Weiss D, Liang LJ, Chen HY.Polluted dust derived from long-range transport as a major end member of urban aerosols and its implication of non-point pollution in northern China. Sci Total Environ. 2015 Feb 15; 506-507:538-45. "
25466685,"Zheng Y, Ayotte JD",2015,Feb,At the crossroads: Hazard assessment and reduction of health risks from arsenic in private well waters of the northeastern United States and Atlantic Canada.,"Zheng Y, Ayotte JD.At the crossroads: Hazard assessment and reduction of health risks from arsenic in private well waters of the northeastern United States and Atlantic Canada. Sci Total Environ. 2015 Feb 1; 505:1237-47. "
25524255,"Wang C, Liu C, Pei L, Pang Y, Zhang Y, Hou H",2015,Feb,Experimental and modeling study of pure terephthalic acid (PTA) wastewater transport in the vadose zone.,"Wang C, Liu C, Pei L, Pang Y, Zhang Y, Hou H.Experimental and modeling study of pure terephthalic acid (PTA) wastewater transport in the vadose zone. Environ Sci Process Impacts. 2015 Feb; 17(2):389-97. "
25527873,"Braun A, Klumpp E, Azzam R, Neukum C",2015,Dec,Transport and deposition of stabilized engineered silver nanoparticles in water saturated loamy sand and silty loam.,"Braun A, Klumpp E, Azzam R, Neukum C.Transport and deposition of stabilized engineered silver nanoparticles in water saturated loamy sand and silty loam. Sci Total Environ. 2015 Dec 1; 535:102-12. "
25537285,"Huang G, Chen Z, Sun J, Liu F, Wang J, Zhang Y",2015,Jun,Effect of sample pretreatment on the fractionation of arsenic in anoxic soils.,"Huang G, Chen Z, Sun J, Liu F, Wang J, Zhang Y.Effect of sample pretreatment on the fractionation of arsenic in anoxic soils. Environ Sci Pollut Res Int. 2015 Jun; 22(11):8367-74. "
25550081,"Han Z, Sani B, Akkanen J, Abel S, Nybom I, Karapanagioti HK, Werner D",2015,Apr,A critical evaluation of magnetic activated carbon's potential for the remediation of sediment impacted by polycyclic aromatic hydrocarbons.,"Han Z, Sani B, Akkanen J, Abel S, Nybom I, Karapanagioti HK, Werner D.A critical evaluation of magnetic activated carbon's potential for the remediation of sediment impacted by polycyclic aromatic hydrocarbons. J Hazard Mater. 2015 Apr 9; 286:41-7. "
25555224,"Han Z, Sani B, Mrozik W, Obst M, Beckingham B, Karapanagioti HK, Werner D",2015,Mar,Magnetite impregnation effects on the sorbent properties of activated carbons and biochars.,"Han Z, Sani B, Mrozik W, Obst M, Beckingham B, Karapanagioti HK, Werner D.Magnetite impregnation effects on the sorbent properties of activated carbons and biochars. Water Res. 2015 Mar 1; 70:394-403. "
25594842,"Zemann M, Wolf L, Grimmeisen F, Tiehm A, Klinger J, Hötzl H, Goldscheider N",2015,Mar,"Tracking changing X-ray contrast media application to an urban-influenced karst aquifer in the Wadi Shueib, Jordan.","Zemann M, Wolf L, Grimmeisen F, Tiehm A, Klinger J, Hötzl H, Goldscheider N.Tracking changing X-ray contrast media application to an urban-influenced karst aquifer in the Wadi Shueib, Jordan. Environ Pollut. 2015 Mar; 198:133-43. "
25600401,"Affum AO, Osae SD, Nyarko BJ, Afful S, Fianko JR, Akiti TT, Adomako D, Acquaah SO, Dorleku M, Antoh E, Barnes F, Affum EA",2015,Feb,"Total coliforms, arsenic and cadmium exposure through drinking water in the Western Region of Ghana: application of multivariate statistical technique to groundwater quality.","Affum AO, Osae SD, Nyarko BJ, Afful S, Fianko JR, Akiti TT, Adomako D, Acquaah SO, Dorleku M, Antoh E, Barnes F, Affum EA.Total coliforms, arsenic and cadmium exposure through drinking water in the Western Region of Ghana: application of multivariate statistical technique to groundwater quality. Environ Monit Assess. 2015 Feb; 187(2):1. "
25616797,"Herrmann M, Rusznyák A, Akob DM, Schulze I, Opitz S, Totsche KU, Küsel K",2015,Apr,Large fractions of CO2-fixing microorganisms in pristine limestone aquifers appear to be involved in the oxidation of reduced sulfur and nitrogen compounds.,"Herrmann M, Rusznyák A, Akob DM, Schulze I, Opitz S, Totsche KU, Küsel K.Large fractions of CO2-fixing microorganisms in pristine limestone aquifers appear to be involved in the oxidation of reduced sulfur and nitrogen compounds. Appl Environ Microbiol. 2015 Apr; 81(7):2384-94. "
25617779,"Ponsin V, Maier J, Guelorget Y, Hunkeler D, Bouchard D, Villavicencio H, Höhener P",2015,Apr,Documentation of time-scales for onset of natural attenuation in an aquifer treated by a crude-oil recovery system.,"Ponsin V, Maier J, Guelorget Y, Hunkeler D, Bouchard D, Villavicencio H, Höhener P.Documentation of time-scales for onset of natural attenuation in an aquifer treated by a crude-oil recovery system. Sci Total Environ. 2015 Apr 15; 512-513:62-73. "
25638056,"Esmaeili-Vardanjani M, Rasa I, Amiri V, Yazdi M, Pazand K",2015,Feb,"Evaluation of groundwater quality and assessment of scaling potential and corrosiveness of water samples in Kadkan aquifer, Khorasan-e-Razavi Province, Iran.","Esmaeili-Vardanjani M, Rasa I, Amiri V, Yazdi M, Pazand K.Evaluation of groundwater quality and assessment of scaling potential and corrosiveness of water samples in Kadkan aquifer, Khorasan-e-Razavi Province, Iran. Environ Monit Assess. 2015 Feb; 187(2):53. "
25647491,"Kret E, Kiecak A, Malina G, Nijenhuis I, Postawa A",2015,Jul,Identification of TCE and PCE sorption and biodegradation parameters in a sandy aquifer for fate and transport modelling: batch and column studies.,"Kret E, Kiecak A, Malina G, Nijenhuis I, Postawa A.Identification of TCE and PCE sorption and biodegradation parameters in a sandy aquifer for fate and transport modelling: batch and column studies. Environ Sci Pollut Res Int. 2015 Jul; 22(13):9877-88. "
25648610,"Borghi A, Renard P, Courrioux G",2015,Nov-Dec,Generation of 3D Spatially Variable Anisotropy for Groundwater Flow Simulations.,"Borghi A, Renard P, Courrioux G.Generation of 3D Spatially Variable Anisotropy for Groundwater Flow Simulations. Ground Water. 2015 Nov-Dec; 53(6):955-8. "
25666283,"Kazakis N, Kantiranis N, Voudouris KS, Mitrakas M, Kaprara E, Pavlou A",2015,May,Geogenic Cr oxidation on the surface of mafic minerals and the hydrogeological conditions influencing hexavalent chromium concentrations in groundwater.,"Kazakis N, Kantiranis N, Voudouris KS, Mitrakas M, Kaprara E, Pavlou A.Geogenic Cr oxidation on the surface of mafic minerals and the hydrogeological conditions influencing hexavalent chromium concentrations in groundwater. Sci Total Environ. 2015 May 1; 514:224-38. "
25700350,"Huang G, Liu F, Yang Y, Deng W, Li S, Huang Y, Kong X",2015,May,Removal of ammonium-nitrogen from groundwater using a fully passive permeable reactive barrier with oxygen-releasing compound and clinoptilolite.,"Huang G, Liu F, Yang Y, Deng W, Li S, Huang Y, Kong X.Removal of ammonium-nitrogen from groundwater using a fully passive permeable reactive barrier with oxygen-releasing compound and clinoptilolite. J Environ Manage. 2015 May 1; 154:1-7. "
25727747,Porowska D,2015,May,Determination of the origin of dissolved inorganic carbon in groundwater around a reclaimed landfill in Otwock using stable carbon isotopes.,Porowska D.Determination of the origin of dissolved inorganic carbon in groundwater around a reclaimed landfill in Otwock using stable carbon isotopes. Waste Manag. 2015 May; 39:216-25. 
25747301,"Huang G, Huang Y, Hu H, Liu F, Zhang Y, Deng R",2015,Jul,Remediation of nitrate-nitrogen contaminated groundwater using a pilot-scale two-layer heterotrophic-autotrophic denitrification permeable reactive barrier with spongy iron/pine bark.,"Huang G, Huang Y, Hu H, Liu F, Zhang Y, Deng R.Remediation of nitrate-nitrogen contaminated groundwater using a pilot-scale two-layer heterotrophic-autotrophic denitrification permeable reactive barrier with spongy iron/pine bark. Chemosphere. 2015 Jul; 130:8-16. "
25748724,"Bacquart T, Frisbie S, Mitchell E, Grigg L, Cole C, Small C, Sarkar B",2015,Jun,"Multiple inorganic toxic substances contaminating the groundwater of Myingyan Township, Myanmar: arsenic, manganese, fluoride, iron, and uranium.","Bacquart T, Frisbie S, Mitchell E, Grigg L, Cole C, Small C, Sarkar B.Multiple inorganic toxic substances contaminating the groundwater of Myingyan Township, Myanmar: arsenic, manganese, fluoride, iron, and uranium. Sci Total Environ. 2015 Jun 1; 517:232-45. "
